t=0, n=25, r=3, m=42, rp=0 ---------> 0.000731294
t=1, n=25, r=3, m=42, rp=0 ---------> -0.00179051
t=0, n=26, r=3, m=42, rp=0 ---------> -0.000561906
t=1, n=26, r=3, m=42, rp=0 ---------> -0.00145197
t=0, n=27, r=3, m=42, rp=0 ---------> 0.00102148
t=1, n=27, r=3, m=42, rp=0 ---------> -0.00165381
t=0, n=28, r=3, m=42, rp=0 ---------> -0.000960145
t=1, n=28, r=3, m=42, rp=0 ---------> -0.000913806
t=0, n=29, r=3, m=42, rp=0 ---------> 0.000666096
t=1, n=29, r=3, m=42, rp=0 ---------> -0.00209314
t=0, n=30, r=3, m=42, rp=0 ---------> 0.000586977
t=1, n=30, r=3, m=42, rp=0 ---------> -0.00118274
t=0, n=31, r=3, m=42, rp=0 ---------> -0.000558405
t=1, n=31, r=3, m=42, rp=0 ---------> -0.00140804
t=0, n=32, r=3, m=42, rp=0 ---------> 0.000379999
t=1, n=32, r=3, m=42, rp=0 ---------> -0.00156632
t=0, n=33, r=3, m=42, rp=0 ---------> 0.000191941
t=1, n=33, r=3, m=42, rp=0 ---------> -0.000430521
t=0, n=34, r=3, m=42, rp=0 ---------> 0.000263289
t=1, n=34, r=3, m=42, rp=0 ---------> -0.00159831
t=0, n=35, r=3, m=42, rp=0 ---------> 0.000131799
t=1, n=35, r=3, m=42, rp=0 ---------> -0.000571403
t=0, n=36, r=3, m=42, rp=0 ---------> -0.00043562
t=1, n=36, r=3, m=42, rp=0 ---------> -0.000490678
t=0, n=37, r=3, m=42, rp=0 ---------> 0.000143454
t=1, n=37, r=3, m=42, rp=0 ---------> -0.000804695
t=0, n=38, r=3, m=42, rp=0 ---------> -0.000441405
t=1, n=38, r=3, m=42, rp=0 ---------> -0.000783483
t=0, n=39, r=3, m=42, rp=0 ---------> 0.000727758
t=1, n=39, r=3, m=42, rp=0 ---------> -0.0015464
t=0, n=40, r=3, m=42, rp=0 ---------> 0.000812745
t=1, n=40, r=3, m=42, rp=0 ---------> -0.000601625
t=0, n=41, r=3, m=42, rp=0 ---------> -0.000641616
t=1, n=41, r=3, m=42, rp=0 ---------> -0.00115946
t=0, n=42, r=3, m=42, rp=0 ---------> 0.000131665
t=1, n=42, r=3, m=42, rp=0 ---------> -0.00150494
t=0, n=43, r=3, m=42, rp=0 ---------> -0.000575207
t=1, n=43, r=3, m=42, rp=0 ---------> -0.000421891
t=0, n=44, r=3, m=42, rp=0 ---------> -0.000729022
t=1, n=44, r=3, m=42, rp=0 ---------> 0.000392206
t=0, n=0, r=0, m=43, rp=0 ---------> 0.000467701
t=1, n=0, r=0, m=43, rp=0 ---------> -9.62415e-05
t=0, n=1, r=0, m=43, rp=0 ---------> 0.00043181
t=1, n=1, r=0, m=43, rp=0 ---------> -1.7629e-05
t=0, n=2, r=0, m=43, rp=0 ---------> 0.000300568
t=1, n=2, r=0, m=43, rp=0 ---------> -0.000189089
t=0, n=3, r=0, m=43, rp=0 ---------> 0.000433184
t=1, n=3, r=0, m=43, rp=0 ---------> -0.000208881
t=0, n=4, r=0, m=43, rp=0 ---------> 0.000168796
t=1, n=4, r=0, m=43, rp=0 ---------> -4.2428e-05
t=0, n=5, r=0, m=43, rp=0 ---------> 0.00019658
t=1, n=5, r=0, m=43, rp=0 ---------> -0.000219697
t=0, n=6, r=0, m=43, rp=0 ---------> 0.00037552
t=1, n=6, r=0, m=43, rp=0 ---------> -3.43468e-05
t=0, n=7, r=0, m=43, rp=0 ---------> 0.000383368
t=1, n=7, r=0, m=43, rp=0 ---------> 3.3649e-05
t=0, n=8, r=0, m=43, rp=0 ---------> 0.000443449
t=1, n=8, r=0, m=43, rp=0 ---------> -0.00028954
t=0, n=9, r=0, m=43, rp=0 ---------> 0.000518777
t=1, n=9, r=0, m=43, rp=0 ---------> -0.000138041
t=0, n=10, r=0, m=43, rp=0 ---------> 0.000123467
t=1, n=10, r=0, m=43, rp=0 ---------> -8.7099e-05
t=0, n=11, r=0, m=43, rp=0 ---------> 0.000164654
t=1, n=11, r=0, m=43, rp=0 ---------> -8.2312e-05
t=0, n=12, r=0, m=43, rp=0 ---------> 0.000193317
t=1, n=12, r=0, m=43, rp=0 ---------> -0.000104318
t=0, n=13, r=0, m=43, rp=0 ---------> 0.000379112
t=1, n=13, r=0, m=43, rp=0 ---------> 3.25791e-05
t=0, n=14, r=0, m=43, rp=0 ---------> 0.000328622
t=1, n=14, r=0, m=43, rp=0 ---------> -0.000268615
t=0, n=15, r=0, m=43, rp=0 ---------> 0.000225431
t=1, n=15, r=0, m=43, rp=0 ---------> -0.00017329
t=0, n=16, r=0, m=43, rp=0 ---------> 0.000148782
t=1, n=16, r=0, m=43, rp=0 ---------> -0.000194117
t=0, n=17, r=0, m=43, rp=0 ---------> 0.000365387
t=1, n=17, r=0, m=43, rp=0 ---------> -0.000133486
t=0, n=18, r=0, m=43, rp=0 ---------> 0.00015643
t=1, n=18, r=0, m=43, rp=0 ---------> 1.5608e-05
t=0, n=19, r=0, m=43, rp=0 ---------> 1.48376e-05
t=1, n=19, r=0, m=43, rp=0 ---------> 6.94157e-05
t=0, n=20, r=0, m=43, rp=0 ---------> 0.000211215
t=1, n=20, r=0, m=43, rp=0 ---------> -0.000154434
t=0, n=21, r=0, m=43, rp=0 ---------> 7.97126e-05
t=1, n=21, r=0, m=43, rp=0 ---------> -0.000122375
t=0, n=22, r=0, m=43, rp=0 ---------> 0.000438695
t=1, n=22, r=0, m=43, rp=0 ---------> -0.00014793
t=0, n=23, r=0, m=43, rp=0 ---------> 0.000342845
t=1, n=23, r=0, m=43, rp=0 ---------> -0.000251335
t=0, n=24, r=0, m=43, rp=0 ---------> 0.000417575
t=1, n=24, r=0, m=43, rp=0 ---------> -0.000245984
t=0, n=25, r=0, m=43, rp=0 ---------> 0.000418847
t=1, n=25, r=0, m=43, rp=0 ---------> -0.000285363
t=0, n=26, r=0, m=43, rp=0 ---------> 0.000184457
t=1, n=26, r=0, m=43, rp=0 ---------> -0.000127066
t=0, n=27, r=0, m=43, rp=0 ---------> 0.000411196
t=1, n=27, r=0, m=43, rp=0 ---------> -0.000178407
t=0, n=28, r=0, m=43, rp=0 ---------> 0.000267103
t=1, n=28, r=0, m=43, rp=0 ---------> -9.67857e-05
t=0, n=29, r=0, m=43, rp=0 ---------> 0.000193618
t=1, n=29, r=0, m=43, rp=0 ---------> -0.000231251
t=0, n=30, r=0, m=43, rp=0 ---------> 0.000338525
t=1, n=30, r=0, m=43, rp=0 ---------> -6.31761e-05
t=0, n=31, r=0, m=43, rp=0 ---------> 7.82049e-05
t=1, n=31, r=0, m=43, rp=0 ---------> -8.32091e-05
t=0, n=32, r=0, m=43, rp=0 ---------> 0.000181911
t=1, n=32, r=0, m=43, rp=0 ---------> -8.36686e-05
t=0, n=33, r=0, m=43, rp=0 ---------> 0.000102891
t=1, n=33, r=0, m=43, rp=0 ---------> -6.12377e-05
t=0, n=34, r=0, m=43, rp=0 ---------> 0.000381635
t=1, n=34, r=0, m=43, rp=0 ---------> -2.73199e-05
t=0, n=35, r=0, m=43, rp=0 ---------> 0.000223026
t=1, n=35, r=0, m=43, rp=0 ---------> -9.01453e-05
t=0, n=36, r=0, m=43, rp=0 ---------> 0.000169848
t=1, n=36, r=0, m=43, rp=0 ---------> 5.08836e-05
t=0, n=37, r=0, m=43, rp=0 ---------> 0.00011475
t=1, n=37, r=0, m=43, rp=0 ---------> -0.000219925
t=0, n=38, r=0, m=43, rp=0 ---------> 0.000285333
t=1, n=38, r=0, m=43, rp=0 ---------> 5.89486e-05
t=0, n=39, r=0, m=43, rp=0 ---------> 0.000278594
t=1, n=39, r=0, m=43, rp=0 ---------> -4.19285e-05
t=0, n=40, r=0, m=43, rp=0 ---------> 0.000275974
t=1, n=40, r=0, m=43, rp=0 ---------> -2.32841e-05
t=0, n=41, r=0, m=43, rp=0 ---------> 0.000165283
t=1, n=41, r=0, m=43, rp=0 ---------> -0.000111237
t=0, n=42, r=0, m=43, rp=0 ---------> 0.000261072
t=1, n=42, r=0, m=43, rp=0 ---------> -0.000194378
t=0, n=43, r=0, m=43, rp=0 ---------> 0.000247173
t=1, n=43, r=0, m=43, rp=0 ---------> -1.80971e-05
t=0, n=44, r=0, m=43, rp=0 ---------> 3.18103e-05
t=1, n=44, r=0, m=43, rp=0 ---------> 4.91133e-05
t=0, n=0, r=1, m=43, rp=0 ---------> 0.00103929
t=1, n=0, r=1, m=43, rp=0 ---------> 9.77411e-05
t=0, n=1, r=1, m=43, rp=0 ---------> 0.000451479
t=1, n=1, r=1, m=43, rp=0 ---------> -0.000527017
t=0, n=2, r=1, m=43, rp=0 ---------> 0.00100864
t=1, n=2, r=1, m=43, rp=0 ---------> -0.000490093
t=0, n=3, r=1, m=43, rp=0 ---------> 0.00047089
t=1, n=3, r=1, m=43, rp=0 ---------> -0.000726585
t=0, n=4, r=1, m=43, rp=0 ---------> -0.000685257
t=1, n=4, r=1, m=43, rp=0 ---------> 0.000204299
t=0, n=5, r=1, m=43, rp=0 ---------> 0.000401012
t=1, n=5, r=1, m=43, rp=0 ---------> -0.000442349
t=0, n=6, r=1, m=43, rp=0 ---------> 0.00112823
t=1, n=6, r=1, m=43, rp=0 ---------> -0.000439045
t=0, n=7, r=1, m=43, rp=0 ---------> -0.000457992
t=1, n=7, r=1, m=43, rp=0 ---------> -0.0001733
t=0, n=8, r=1, m=43, rp=0 ---------> 0.000649809
t=1, n=8, r=1, m=43, rp=0 ---------> -0.00121815
t=0, n=9, r=1, m=43, rp=0 ---------> 0.0020455
t=1, n=9, r=1, m=43, rp=0 ---------> -3.23333e-05
t=0, n=10, r=1, m=43, rp=0 ---------> 0.00076994
t=1, n=10, r=1, m=43, rp=0 ---------> -0.000183192
t=0, n=11, r=1, m=43, rp=0 ---------> 0.000893202
t=1, n=11, r=1, m=43, rp=0 ---------> -0.00026991
t=0, n=12, r=1, m=43, rp=0 ---------> 0.000833321
t=1, n=12, r=1, m=43, rp=0 ---------> -0.000219357
t=0, n=13, r=1, m=43, rp=0 ---------> 0.00098266
t=1, n=13, r=1, m=43, rp=0 ---------> -0.000541877
t=0, n=14, r=1, m=43, rp=0 ---------> 0.00074862
t=1, n=14, r=1, m=43, rp=0 ---------> -0.000370119
t=0, n=15, r=1, m=43, rp=0 ---------> 0.00128794
t=1, n=15, r=1, m=43, rp=0 ---------> 4.34557e-05
t=0, n=16, r=1, m=43, rp=0 ---------> 0.000968766
t=1, n=16, r=1, m=43, rp=0 ---------> -0.000569829
t=0, n=17, r=1, m=43, rp=0 ---------> 0.00087062
t=1, n=17, r=1, m=43, rp=0 ---------> -0.00081597
t=0, n=18, r=1, m=43, rp=0 ---------> 0.000497101
t=1, n=18, r=1, m=43, rp=0 ---------> -0.00038433
t=0, n=19, r=1, m=43, rp=0 ---------> -0.000118452
t=1, n=19, r=1, m=43, rp=0 ---------> 0.000753105
t=0, n=20, r=1, m=43, rp=0 ---------> -5.10904e-05
t=1, n=20, r=1, m=43, rp=0 ---------> -0.00021771
t=0, n=21, r=1, m=43, rp=0 ---------> -0.000403991
t=1, n=21, r=1, m=43, rp=0 ---------> -0.000868249
t=0, n=22, r=1, m=43, rp=0 ---------> -0.000458331
t=1, n=22, r=1, m=43, rp=0 ---------> 0.000185384
t=0, n=23, r=1, m=43, rp=0 ---------> -0.000747777
t=1, n=23, r=1, m=43, rp=0 ---------> -0.00116973
t=0, n=24, r=1, m=43, rp=0 ---------> 0.000773019
t=1, n=24, r=1, m=43, rp=0 ---------> -0.000336812
t=0, n=25, r=1, m=43, rp=0 ---------> 0.000931637
t=1, n=25, r=1, m=43, rp=0 ---------> -0.000473633
t=0, n=26, r=1, m=43, rp=0 ---------> 0.000135054
t=1, n=26, r=1, m=43, rp=0 ---------> -0.000418543
t=0, n=27, r=1, m=43, rp=0 ---------> 0.000612943
t=1, n=27, r=1, m=43, rp=0 ---------> -0.000815775
t=0, n=28, r=1, m=43, rp=0 ---------> 0.00164609
t=1, n=28, r=1, m=43, rp=0 ---------> -0.000426322
t=0, n=29, r=1, m=43, rp=0 ---------> -0.000666025
t=1, n=29, r=1, m=43, rp=0 ---------> -0.000755728
t=0, n=30, r=1, m=43, rp=0 ---------> 0.00189684
t=1, n=30, r=1, m=43, rp=0 ---------> -0.000306193
t=0, n=31, r=1, m=43, rp=0 ---------> 0.00081912
t=1, n=31, r=1, m=43, rp=0 ---------> 0.00109378
t=0, n=32, r=1, m=43, rp=0 ---------> 0.000952615
t=1, n=32, r=1, m=43, rp=0 ---------> 0.000504611
t=0, n=33, r=1, m=43, rp=0 ---------> 0.000557164
t=1, n=33, r=1, m=43, rp=0 ---------> -0.000297239
t=0, n=34, r=1, m=43, rp=0 ---------> 0.000273361
t=1, n=34, r=1, m=43, rp=0 ---------> -7.56151e-05
t=0, n=35, r=1, m=43, rp=0 ---------> 0.000132605
t=1, n=35, r=1, m=43, rp=0 ---------> -0.000309048
t=0, n=36, r=1, m=43, rp=0 ---------> -0.000454351
t=1, n=36, r=1, m=43, rp=0 ---------> 0.000360107
t=0, n=37, r=1, m=43, rp=0 ---------> 0.000874259
t=1, n=37, r=1, m=43, rp=0 ---------> 5.50109e-06
t=0, n=38, r=1, m=43, rp=0 ---------> 0.000562477
t=1, n=38, r=1, m=43, rp=0 ---------> 0.000374452
t=0, n=39, r=1, m=43, rp=0 ---------> 0.000485781
t=1, n=39, r=1, m=43, rp=0 ---------> -0.000278882
t=0, n=40, r=1, m=43, rp=0 ---------> 0.000775932
t=1, n=40, r=1, m=43, rp=0 ---------> 8.21427e-07
t=0, n=41, r=1, m=43, rp=0 ---------> -0.000225754
t=1, n=41, r=1, m=43, rp=0 ---------> -0.000222467
t=0, n=42, r=1, m=43, rp=0 ---------> 7.62906e-05
t=1, n=42, r=1, m=43, rp=0 ---------> -0.00046163
t=0, n=43, r=1, m=43, rp=0 ---------> 0.000418078
t=1, n=43, r=1, m=43, rp=0 ---------> -0.000105813
t=0, n=44, r=1, m=43, rp=0 ---------> -0.000928782
t=1, n=44, r=1, m=43, rp=0 ---------> -0.000430964
t=0, n=0, r=2, m=43, rp=0 ---------> -6.88117e-05
t=1, n=0, r=2, m=43, rp=0 ---------> 0.000211033
t=0, n=1, r=2, m=43, rp=0 ---------> -7.93674e-05
t=1, n=1, r=2, m=43, rp=0 ---------> 0.000168183
t=0, n=2, r=2, m=43, rp=0 ---------> -0.000236731
t=1, n=2, r=2, m=43, rp=0 ---------> 0.000246577
t=0, n=3, r=2, m=43, rp=0 ---------> -0.000172518
t=1, n=3, r=2, m=43, rp=0 ---------> 0.000177991
t=0, n=4, r=2, m=43, rp=0 ---------> -5.43249e-05
t=1, n=4, r=2, m=43, rp=0 ---------> 0.000204739
t=0, n=5, r=2, m=43, rp=0 ---------> -0.000184167
t=1, n=5, r=2, m=43, rp=0 ---------> 9.24185e-05
t=0, n=6, r=2, m=43, rp=0 ---------> -2.30183e-05
t=1, n=6, r=2, m=43, rp=0 ---------> 0.000116065
t=0, n=7, r=2, m=43, rp=0 ---------> -6.23671e-05
t=1, n=7, r=2, m=43, rp=0 ---------> 6.79918e-05
t=0, n=8, r=2, m=43, rp=0 ---------> -0.000190546
t=1, n=8, r=2, m=43, rp=0 ---------> 0.000247549
t=0, n=9, r=2, m=43, rp=0 ---------> -0.000168749
t=1, n=9, r=2, m=43, rp=0 ---------> 0.000264455
t=0, n=10, r=2, m=43, rp=0 ---------> -9.03865e-05
t=1, n=10, r=2, m=43, rp=0 ---------> 5.07029e-05
t=0, n=11, r=2, m=43, rp=0 ---------> -7.94942e-05
t=1, n=11, r=2, m=43, rp=0 ---------> 9.85469e-05
t=0, n=12, r=2, m=43, rp=0 ---------> 1.54335e-05
t=1, n=12, r=2, m=43, rp=0 ---------> 9.2643e-05
t=0, n=13, r=2, m=43, rp=0 ---------> -9.18925e-05
t=1, n=13, r=2, m=43, rp=0 ---------> 0.000118504
t=0, n=14, r=2, m=43, rp=0 ---------> -0.000363118
t=1, n=14, r=2, m=43, rp=0 ---------> 0.000272183
t=0, n=15, r=2, m=43, rp=0 ---------> -6.10263e-05
t=1, n=15, r=2, m=43, rp=0 ---------> 0.000306327
t=0, n=16, r=2, m=43, rp=0 ---------> -4.15156e-06
t=1, n=16, r=2, m=43, rp=0 ---------> 0.000141025
t=0, n=17, r=2, m=43, rp=0 ---------> -8.27117e-05
t=1, n=17, r=2, m=43, rp=0 ---------> 0.000206271
t=0, n=18, r=2, m=43, rp=0 ---------> 2.60202e-05
t=1, n=18, r=2, m=43, rp=0 ---------> 0.00019651
t=0, n=19, r=2, m=43, rp=0 ---------> -1.21554e-05
t=1, n=19, r=2, m=43, rp=0 ---------> 3.28212e-05
t=0, n=20, r=2, m=43, rp=0 ---------> -0.000143445
t=1, n=20, r=2, m=43, rp=0 ---------> 8.53145e-05
t=0, n=21, r=2, m=43, rp=0 ---------> -0.00013291
t=1, n=21, r=2, m=43, rp=0 ---------> 6.31877e-05
t=0, n=22, r=2, m=43, rp=0 ---------> -0.000207891
t=1, n=22, r=2, m=43, rp=0 ---------> 0.000145717
t=0, n=23, r=2, m=43, rp=0 ---------> -0.000261157
t=1, n=23, r=2, m=43, rp=0 ---------> 0.000184294
t=0, n=24, r=2, m=43, rp=0 ---------> -0.000194475
t=1, n=24, r=2, m=43, rp=0 ---------> 0.000357325
t=0, n=25, r=2, m=43, rp=0 ---------> -0.000214463
t=1, n=25, r=2, m=43, rp=0 ---------> 0.000237114
t=0, n=26, r=2, m=43, rp=0 ---------> -0.000121828
t=1, n=26, r=2, m=43, rp=0 ---------> 1.40707e-05
t=0, n=27, r=2, m=43, rp=0 ---------> -9.01503e-05
t=1, n=27, r=2, m=43, rp=0 ---------> 0.000198501
t=0, n=28, r=2, m=43, rp=0 ---------> 7.32249e-05
t=1, n=28, r=2, m=43, rp=0 ---------> 0.000119793
t=0, n=29, r=2, m=43, rp=0 ---------> -0.000154562
t=1, n=29, r=2, m=43, rp=0 ---------> 0.000286474
t=0, n=30, r=2, m=43, rp=0 ---------> -2.47812e-05
t=1, n=30, r=2, m=43, rp=0 ---------> 0.000343206
t=0, n=31, r=2, m=43, rp=0 ---------> -0.000216264
t=1, n=31, r=2, m=43, rp=0 ---------> 0.000120119
t=0, n=32, r=2, m=43, rp=0 ---------> -0.000104708
t=1, n=32, r=2, m=43, rp=0 ---------> 0.000222935
t=0, n=33, r=2, m=43, rp=0 ---------> -8.67531e-05
t=1, n=33, r=2, m=43, rp=0 ---------> 9.0958e-05
t=0, n=34, r=2, m=43, rp=0 ---------> -0.000106962
t=1, n=34, r=2, m=43, rp=0 ---------> 0.000227152
t=0, n=35, r=2, m=43, rp=0 ---------> -0.000119761
t=1, n=35, r=2, m=43, rp=0 ---------> 9.09648e-05
t=0, n=36, r=2, m=43, rp=0 ---------> -5.89076e-06
t=1, n=36, r=2, m=43, rp=0 ---------> 5.28732e-05
t=0, n=37, r=2, m=43, rp=0 ---------> -0.000306081
t=1, n=37, r=2, m=43, rp=0 ---------> 0.000169395
t=0, n=38, r=2, m=43, rp=0 ---------> 2.8471e-05
t=1, n=38, r=2, m=43, rp=0 ---------> 7.71511e-05
t=0, n=39, r=2, m=43, rp=0 ---------> -9.33872e-05
t=1, n=39, r=2, m=43, rp=0 ---------> 0.000233885
t=0, n=40, r=2, m=43, rp=0 ---------> -4.42608e-05
t=1, n=40, r=2, m=43, rp=0 ---------> 0.000240275
t=0, n=41, r=2, m=43, rp=0 ---------> 3.58824e-05
t=1, n=41, r=2, m=43, rp=0 ---------> 4.03224e-05
t=0, n=42, r=2, m=43, rp=0 ---------> -4.36791e-05
t=1, n=42, r=2, m=43, rp=0 ---------> 0.000149957
t=0, n=43, r=2, m=43, rp=0 ---------> 6.67796e-05
t=1, n=43, r=2, m=43, rp=0 ---------> 2.20534e-05
t=0, n=44, r=2, m=43, rp=0 ---------> 3.18103e-05
t=1, n=44, r=2, m=43, rp=0 ---------> 4.91133e-05
t=0, n=0, r=3, m=43, rp=0 ---------> 0.000945262
t=1, n=0, r=3, m=43, rp=0 ---------> 0.000162061
t=0, n=1, r=3, m=43, rp=0 ---------> 0.00196588
t=1, n=1, r=3, m=43, rp=0 ---------> 0.000448265
t=0, n=2, r=3, m=43, rp=0 ---------> 0.00051276
t=1, n=2, r=3, m=43, rp=0 ---------> 0.000345196
t=0, n=3, r=3, m=43, rp=0 ---------> 0.000494454
t=1, n=3, r=3, m=43, rp=0 ---------> 0.000581885
t=0, n=4, r=3, m=43, rp=0 ---------> 0.001613
t=1, n=4, r=3, m=43, rp=0 ---------> -8.54746e-05
t=0, n=5, r=3, m=43, rp=0 ---------> 0.000565864
t=1, n=5, r=3, m=43, rp=0 ---------> 0.000666385
t=0, n=6, r=3, m=43, rp=0 ---------> 0.000363477
t=1, n=6, r=3, m=43, rp=0 ---------> 0.000254842
t=0, n=7, r=3, m=43, rp=0 ---------> 0.000907234
t=1, n=7, r=3, m=43, rp=0 ---------> -0.000136818
t=0, n=8, r=3, m=43, rp=0 ---------> 7.45943e-05
t=1, n=8, r=3, m=43, rp=0 ---------> 0.000579106
t=0, n=9, r=3, m=43, rp=0 ---------> 0.00087957
t=1, n=9, r=3, m=43, rp=0 ---------> 0.000463072
t=0, n=10, r=3, m=43, rp=0 ---------> 0.000347862
t=1, n=10, r=3, m=43, rp=0 ---------> 0.000255786
t=0, n=11, r=3, m=43, rp=0 ---------> 0.000842074
t=1, n=11, r=3, m=43, rp=0 ---------> 0.000804142
t=0, n=12, r=3, m=43, rp=0 ---------> 0.000573353
t=1, n=12, r=3, m=43, rp=0 ---------> 0.000263534
t=0, n=13, r=3, m=43, rp=0 ---------> 0.000574912
t=1, n=13, r=3, m=43, rp=0 ---------> 0.000107352
t=0, n=14, r=3, m=43, rp=0 ---------> 0.00083709
t=1, n=14, r=3, m=43, rp=0 ---------> 0.00125779
t=0, n=15, r=3, m=43, rp=0 ---------> 0.000214486
t=1, n=15, r=3, m=43, rp=0 ---------> 7.97798e-05
t=0, n=16, r=3, m=43, rp=0 ---------> -0.000293908
t=1, n=16, r=3, m=43, rp=0 ---------> 0.000427443
t=0, n=17, r=3, m=43, rp=0 ---------> 0.00210999
t=1, n=17, r=3, m=43, rp=0 ---------> 0.000774906
t=0, n=18, r=3, m=43, rp=0 ---------> 0.00112258
t=1, n=18, r=3, m=43, rp=0 ---------> 1.92014e-05
t=0, n=19, r=3, m=43, rp=0 ---------> 0.000441489
t=1, n=19, r=3, m=43, rp=0 ---------> -0.000473397
t=0, n=20, r=3, m=43, rp=0 ---------> 0.000350199
t=1, n=20, r=3, m=43, rp=0 ---------> 0.0003046
t=0, n=21, r=3, m=43, rp=0 ---------> 0.000413924
t=1, n=21, r=3, m=43, rp=0 ---------> 0.000171179
t=0, n=22, r=3, m=43, rp=0 ---------> 0.00145011
t=1, n=22, r=3, m=43, rp=0 ---------> 0.000406571
t=0, n=23, r=3, m=43, rp=0 ---------> 0.000796668
t=1, n=23, r=3, m=43, rp=0 ---------> 0.00064101
t=0, n=24, r=3, m=43, rp=0 ---------> 0.00101218
t=1, n=24, r=3, m=43, rp=0 ---------> 0.000298278
t=0, n=25, r=3, m=43, rp=0 ---------> 0.000132235
t=1, n=25, r=3, m=43, rp=0 ---------> 0.000605909
t=0, n=26, r=3, m=43, rp=0 ---------> 0.000730142
t=1, n=26, r=3, m=43, rp=0 ---------> 0.000613501
t=0, n=27, r=3, m=43, rp=0 ---------> 0.000130031
t=1, n=27, r=3, m=43, rp=0 ---------> -0.000140397
t=0, n=28, r=3, m=43, rp=0 ---------> 5.39305e-05
t=1, n=28, r=3, m=43, rp=0 ---------> 0.000161106
t=0, n=29, r=3, m=43, rp=0 ---------> 0.000835305
t=1, n=29, r=3, m=43, rp=0 ---------> 0.000259398
t=0, n=30, r=3, m=43, rp=0 ---------> 0.000971149
t=1, n=30, r=3, m=43, rp=0 ---------> 0.00032252
t=0, n=31, r=3, m=43, rp=0 ---------> 0.000813211
t=1, n=31, r=3, m=43, rp=0 ---------> 0.000914661
t=0, n=32, r=3, m=43, rp=0 ---------> 0.000194066
t=1, n=32, r=3, m=43, rp=0 ---------> -0.000426908
t=0, n=33, r=3, m=43, rp=0 ---------> 0.000765794
t=1, n=33, r=3, m=43, rp=0 ---------> 0.000480596
t=0, n=34, r=3, m=43, rp=0 ---------> 0.00286264
t=1, n=34, r=3, m=43, rp=0 ---------> 0.000291985
t=0, n=35, r=3, m=43, rp=0 ---------> 0.000324394
t=1, n=35, r=3, m=43, rp=0 ---------> 0.000177731
t=0, n=36, r=3, m=43, rp=0 ---------> 0.00079185
t=1, n=36, r=3, m=43, rp=0 ---------> -0.000417012
t=0, n=37, r=3, m=43, rp=0 ---------> -0.000147306
t=1, n=37, r=3, m=43, rp=0 ---------> 0.00131198
t=0, n=38, r=3, m=43, rp=0 ---------> 0.00119271
t=1, n=38, r=3, m=43, rp=0 ---------> -0.000348247
t=0, n=39, r=3, m=43, rp=0 ---------> 0.000942938
t=1, n=39, r=3, m=43, rp=0 ---------> -0.000329919
t=0, n=40, r=3, m=43, rp=0 ---------> 0.000460404
t=1, n=40, r=3, m=43, rp=0 ---------> -0.000374154
t=0, n=41, r=3, m=43, rp=0 ---------> -0.000441754
t=1, n=41, r=3, m=43, rp=0 ---------> -8.75035e-05
t=0, n=42, r=3, m=43, rp=0 ---------> 0.000758716
t=1, n=42, r=3, m=43, rp=0 ---------> 0.000518733
t=0, n=43, r=3, m=43, rp=0 ---------> 0.000819178
t=1, n=43, r=3, m=43, rp=0 ---------> 0.000288987
t=0, n=44, r=3, m=43, rp=0 ---------> -0.0012254
t=1, n=44, r=3, m=43, rp=0 ---------> 0.000766265
t=0, n=0, r=0, m=44, rp=0 ---------> 0
t=1, n=0, r=0, m=44, rp=0 ---------> 0
t=0, n=1, r=0, m=44, rp=0 ---------> 0
t=1, n=1, r=0, m=44, rp=0 ---------> 0
t=0, n=2, r=0, m=44, rp=0 ---------> 0
t=1, n=2, r=0, m=44, rp=0 ---------> 0
t=0, n=3, r=0, m=44, rp=0 ---------> 0
t=1, n=3, r=0, m=44, rp=0 ---------> 0
t=0, n=4, r=0, m=44, rp=0 ---------> 0
t=1, n=4, r=0, m=44, rp=0 ---------> 0
t=0, n=5, r=0, m=44, rp=0 ---------> 0
t=1, n=5, r=0, m=44, rp=0 ---------> 0
t=0, n=6, r=0, m=44, rp=0 ---------> 0
t=1, n=6, r=0, m=44, rp=0 ---------> 0
t=0, n=7, r=0, m=44, rp=0 ---------> 0
t=1, n=7, r=0, m=44, rp=0 ---------> 0
t=0, n=8, r=0, m=44, rp=0 ---------> 0
t=1, n=8, r=0, m=44, rp=0 ---------> 0
t=0, n=9, r=0, m=44, rp=0 ---------> 0
t=1, n=9, r=0, m=44, rp=0 ---------> 0
t=0, n=10, r=0, m=44, rp=0 ---------> 0
t=1, n=10, r=0, m=44, rp=0 ---------> 0
t=0, n=11, r=0, m=44, rp=0 ---------> 0
t=1, n=11, r=0, m=44, rp=0 ---------> 0
t=0, n=12, r=0, m=44, rp=0 ---------> 0
t=1, n=12, r=0, m=44, rp=0 ---------> 0
t=0, n=13, r=0, m=44, rp=0 ---------> 0
t=1, n=13, r=0, m=44, rp=0 ---------> 0
t=0, n=14, r=0, m=44, rp=0 ---------> 0
t=1, n=14, r=0, m=44, rp=0 ---------> 0
t=0, n=15, r=0, m=44, rp=0 ---------> 0
t=1, n=15, r=0, m=44, rp=0 ---------> 0
t=0, n=16, r=0, m=44, rp=0 ---------> 0
t=1, n=16, r=0, m=44, rp=0 ---------> 0
t=0, n=17, r=0, m=44, rp=0 ---------> 0
t=1, n=17, r=0, m=44, rp=0 ---------> 0
