t=1, n=21, r=0, m=1, rp=0 ---------> 4.04522e+11
t=0, n=22, r=0, m=1, rp=0 ---------> 1.41789e+12
t=1, n=22, r=0, m=1, rp=0 ---------> 8.18479e+11
t=0, n=23, r=0, m=1, rp=0 ---------> 2.46035e+11
t=1, n=23, r=0, m=1, rp=0 ---------> 6.57198e+11
t=0, n=24, r=0, m=1, rp=0 ---------> 1.05205e+12
t=1, n=24, r=0, m=1, rp=0 ---------> 7.66342e+11
t=0, n=25, r=0, m=1, rp=0 ---------> 5.47916e+11
t=1, n=25, r=0, m=1, rp=0 ---------> 4.40116e+11
t=0, n=26, r=0, m=1, rp=0 ---------> 6.44291e+11
t=1, n=26, r=0, m=1, rp=0 ---------> 4.4465e+11
t=0, n=27, r=0, m=1, rp=0 ---------> 3.78085e+11
t=1, n=27, r=0, m=1, rp=0 ---------> 5.18802e+11
t=0, n=28, r=0, m=1, rp=0 ---------> 1.04691e+12
t=1, n=28, r=0, m=1, rp=0 ---------> 4.66133e+11
t=0, n=29, r=0, m=1, rp=0 ---------> 3.8073e+11
t=1, n=29, r=0, m=1, rp=0 ---------> 5.38677e+11
t=0, n=30, r=0, m=1, rp=0 ---------> 2.48182e+11
t=1, n=30, r=0, m=1, rp=0 ---------> 4.96884e+11
t=0, n=31, r=0, m=1, rp=0 ---------> 2.50573e+11
t=1, n=31, r=0, m=1, rp=0 ---------> 4.20776e+11
t=0, n=32, r=0, m=1, rp=0 ---------> 4.17525e+11
t=1, n=32, r=0, m=1, rp=0 ---------> 4.21678e+11
t=0, n=33, r=0, m=1, rp=0 ---------> -1.11283e+11
t=1, n=33, r=0, m=1, rp=0 ---------> 1.85321e+11
t=0, n=34, r=0, m=1, rp=0 ---------> 5.86665e+11
t=1, n=34, r=0, m=1, rp=0 ---------> 7.66177e+11
t=0, n=35, r=0, m=1, rp=0 ---------> 1.8126e+11
t=1, n=35, r=0, m=1, rp=0 ---------> 2.84099e+11
t=0, n=36, r=0, m=1, rp=0 ---------> 6.08505e+11
t=1, n=36, r=0, m=1, rp=0 ---------> 2.56838e+11
t=0, n=37, r=0, m=1, rp=0 ---------> -4.62968e+10
t=1, n=37, r=0, m=1, rp=0 ---------> 1.21656e+11
t=0, n=38, r=0, m=1, rp=0 ---------> 8.60989e+11
t=1, n=38, r=0, m=1, rp=0 ---------> 3.59365e+11
t=0, n=39, r=0, m=1, rp=0 ---------> 2.76989e+11
t=1, n=39, r=0, m=1, rp=0 ---------> 4.72618e+11
t=0, n=40, r=0, m=1, rp=0 ---------> 1.88782e+11
t=1, n=40, r=0, m=1, rp=0 ---------> 2.32311e+11
t=0, n=41, r=0, m=1, rp=0 ---------> 7.73106e+11
t=1, n=41, r=0, m=1, rp=0 ---------> 2.20606e+11
t=0, n=42, r=0, m=1, rp=0 ---------> 7.70192e+11
t=1, n=42, r=0, m=1, rp=0 ---------> 4.66395e+11
t=0, n=43, r=0, m=1, rp=0 ---------> 5.44764e+11
t=1, n=43, r=0, m=1, rp=0 ---------> 3.05348e+11
t=0, n=44, r=0, m=1, rp=0 ---------> 4.0564e+10
t=1, n=44, r=0, m=1, rp=0 ---------> 3.74008e+10
t=0, n=45, r=0, m=1, rp=0 ---------> 1.88294e+10
t=1, n=45, r=0, m=1, rp=0 ---------> 3.43301e+10
t=0, n=0, r=1, m=1, rp=0 ---------> -1.13138e+11
t=1, n=0, r=1, m=1, rp=0 ---------> -3.19034e+11
t=0, n=1, r=1, m=1, rp=0 ---------> -8.43473e+11
t=1, n=1, r=1, m=1, rp=0 ---------> -8.36364e+11
t=0, n=2, r=1, m=1, rp=0 ---------> -6.9184e+11
t=1, n=2, r=1, m=1, rp=0 ---------> -8.75487e+11
t=0, n=3, r=1, m=1, rp=0 ---------> -5.27136e+11
t=1, n=3, r=1, m=1, rp=0 ---------> -8.08912e+11
t=0, n=4, r=1, m=1, rp=0 ---------> 9.82485e+10
t=1, n=4, r=1, m=1, rp=0 ---------> -8.84456e+11
t=0, n=5, r=1, m=1, rp=0 ---------> 2.80001e+11
t=1, n=5, r=1, m=1, rp=0 ---------> -7.34316e+11
t=0, n=6, r=1, m=1, rp=0 ---------> -3.28336e+11
t=1, n=6, r=1, m=1, rp=0 ---------> -3.35504e+11
t=0, n=7, r=1, m=1, rp=0 ---------> -6.77565e+11
t=1, n=7, r=1, m=1, rp=0 ---------> -2.76707e+11
t=0, n=8, r=1, m=1, rp=0 ---------> -4.18613e+11
t=1, n=8, r=1, m=1, rp=0 ---------> -7.38275e+11
t=0, n=9, r=1, m=1, rp=0 ---------> -6.4707e+11
t=1, n=9, r=1, m=1, rp=0 ---------> -2.43676e+11
t=0, n=10, r=1, m=1, rp=0 ---------> 9.9772e+10
t=1, n=10, r=1, m=1, rp=0 ---------> -5.3091e+11
t=0, n=11, r=1, m=1, rp=0 ---------> 3.15662e+11
t=1, n=11, r=1, m=1, rp=0 ---------> -5.30468e+11
t=0, n=12, r=1, m=1, rp=0 ---------> -1.27182e+10
t=1, n=12, r=1, m=1, rp=0 ---------> -5.78539e+11
t=0, n=13, r=1, m=1, rp=0 ---------> -7.25856e+11
t=1, n=13, r=1, m=1, rp=0 ---------> -3.50724e+11
t=0, n=14, r=1, m=1, rp=0 ---------> 1.70059e+11
t=1, n=14, r=1, m=1, rp=0 ---------> -4.7145e+11
t=0, n=15, r=1, m=1, rp=0 ---------> 3.69382e+11
t=1, n=15, r=1, m=1, rp=0 ---------> -7.9244e+11
t=0, n=16, r=1, m=1, rp=0 ---------> 6.37888e+11
t=1, n=16, r=1, m=1, rp=0 ---------> -3.67787e+11
t=0, n=17, r=1, m=1, rp=0 ---------> -3.61791e+11
t=1, n=17, r=1, m=1, rp=0 ---------> -7.43674e+11
t=0, n=18, r=1, m=1, rp=0 ---------> 2.76776e+11
t=1, n=18, r=1, m=1, rp=0 ---------> -5.33464e+11
t=0, n=19, r=1, m=1, rp=0 ---------> 1.65122e+11
t=1, n=19, r=1, m=1, rp=0 ---------> 1.37474e+11
t=0, n=20, r=1, m=1, rp=0 ---------> 1.10261e+10
t=1, n=20, r=1, m=1, rp=0 ---------> -4.51184e+11
t=0, n=21, r=1, m=1, rp=0 ---------> 1.69946e+11
t=1, n=21, r=1, m=1, rp=0 ---------> -3.06793e+11
t=0, n=22, r=1, m=1, rp=0 ---------> -3.96905e+10
t=1, n=22, r=1, m=1, rp=0 ---------> -6.04733e+11
t=0, n=23, r=1, m=1, rp=0 ---------> -5.92496e+11
t=1, n=23, r=1, m=1, rp=0 ---------> -5.84712e+11
t=0, n=24, r=1, m=1, rp=0 ---------> 3.74503e+11
t=1, n=24, r=1, m=1, rp=0 ---------> -9.26961e+11
t=0, n=25, r=1, m=1, rp=0 ---------> -3.29252e+11
t=1, n=25, r=1, m=1, rp=0 ---------> -5.70402e+11
t=0, n=26, r=1, m=1, rp=0 ---------> 4.93194e+10
t=1, n=26, r=1, m=1, rp=0 ---------> -3.60614e+11
t=0, n=27, r=1, m=1, rp=0 ---------> -7.02287e+11
t=1, n=27, r=1, m=1, rp=0 ---------> -3.53678e+11
t=0, n=28, r=1, m=1, rp=0 ---------> 2.60332e+11
t=1, n=28, r=1, m=1, rp=0 ---------> -4.22741e+11
t=0, n=29, r=1, m=1, rp=0 ---------> 1.96302e+11
t=1, n=29, r=1, m=1, rp=0 ---------> -8.37833e+11
t=0, n=30, r=1, m=1, rp=0 ---------> -8.23274e+10
t=1, n=30, r=1, m=1, rp=0 ---------> -2.95921e+11
t=0, n=31, r=1, m=1, rp=0 ---------> 4.25747e+11
t=1, n=31, r=1, m=1, rp=0 ---------> -2.02624e+11
t=0, n=32, r=1, m=1, rp=0 ---------> 2.90897e+11
t=1, n=32, r=1, m=1, rp=0 ---------> -3.63254e+11
t=0, n=33, r=1, m=1, rp=0 ---------> -1.30292e+11
t=1, n=33, r=1, m=1, rp=0 ---------> -3.05798e+11
t=0, n=34, r=1, m=1, rp=0 ---------> -3.30972e+11
t=1, n=34, r=1, m=1, rp=0 ---------> -5.15488e+11
t=0, n=35, r=1, m=1, rp=0 ---------> -3.32368e+11
t=1, n=35, r=1, m=1, rp=0 ---------> -2.00215e+11
t=0, n=36, r=1, m=1, rp=0 ---------> -5.67784e+10
t=1, n=36, r=1, m=1, rp=0 ---------> -1.14951e+11
t=0, n=37, r=1, m=1, rp=0 ---------> 8.20981e+11
t=1, n=37, r=1, m=1, rp=0 ---------> -4.93092e+11
t=0, n=38, r=1, m=1, rp=0 ---------> -1.48226e+11
t=1, n=38, r=1, m=1, rp=0 ---------> -6.20402e+11
t=0, n=39, r=1, m=1, rp=0 ---------> -2.33885e+11
t=1, n=39, r=1, m=1, rp=0 ---------> -7.6656e+11
t=0, n=40, r=1, m=1, rp=0 ---------> -3.84574e+11
t=1, n=40, r=1, m=1, rp=0 ---------> -1.84743e+11
t=0, n=41, r=1, m=1, rp=0 ---------> 1.7858e+09
t=1, n=41, r=1, m=1, rp=0 ---------> -4.11621e+11
t=0, n=42, r=1, m=1, rp=0 ---------> 2.3743e+11
t=1, n=42, r=1, m=1, rp=0 ---------> -4.85083e+11
t=0, n=43, r=1, m=1, rp=0 ---------> -1.9219e+11
t=1, n=43, r=1, m=1, rp=0 ---------> 8.49655e+10
t=0, n=44, r=1, m=1, rp=0 ---------> 4.8645e+10
t=1, n=44, r=1, m=1, rp=0 ---------> -3.57937e+09
t=0, n=45, r=1, m=1, rp=0 ---------> 6.65623e+10
t=1, n=45, r=1, m=1, rp=0 ---------> 7.97849e+09
t=0, n=0, r=2, m=1, rp=0 ---------> -2.09651e+11
t=1, n=0, r=2, m=1, rp=0 ---------> 2.72351e+11
t=0, n=1, r=2, m=1, rp=0 ---------> 3.80049e+11
t=1, n=1, r=2, m=1, rp=0 ---------> 3.46553e+11
t=0, n=2, r=2, m=1, rp=0 ---------> 3.2609e+11
t=1, n=2, r=2, m=1, rp=0 ---------> 2.08489e+11
t=0, n=3, r=2, m=1, rp=0 ---------> 1.31437e+11
t=1, n=3, r=2, m=1, rp=0 ---------> -8.62692e+10
t=0, n=4, r=2, m=1, rp=0 ---------> -9.64773e+10
t=1, n=4, r=2, m=1, rp=0 ---------> 7.63755e+11
t=0, n=5, r=2, m=1, rp=0 ---------> -6.63057e+11
t=1, n=5, r=2, m=1, rp=0 ---------> 1.17039e+11
t=0, n=6, r=2, m=1, rp=0 ---------> -9.46754e+10
t=1, n=6, r=2, m=1, rp=0 ---------> -2.29771e+10
t=0, n=7, r=2, m=1, rp=0 ---------> 2.87245e+11
t=1, n=7, r=2, m=1, rp=0 ---------> -2.47732e+11
t=0, n=8, r=2, m=1, rp=0 ---------> 1.11889e+11
t=1, n=8, r=2, m=1, rp=0 ---------> 6.48595e+10
t=0, n=9, r=2, m=1, rp=0 ---------> 2.0234e+11
t=1, n=9, r=2, m=1, rp=0 ---------> -4.60387e+10
t=0, n=10, r=2, m=1, rp=0 ---------> -2.36155e+11
t=1, n=10, r=2, m=1, rp=0 ---------> -4.52642e+09
t=0, n=11, r=2, m=1, rp=0 ---------> -6.92049e+11
t=1, n=11, r=2, m=1, rp=0 ---------> 4.79187e+11
t=0, n=12, r=2, m=1, rp=0 ---------> -9.96862e+10
t=1, n=12, r=2, m=1, rp=0 ---------> 5.29577e+11
t=0, n=13, r=2, m=1, rp=0 ---------> 3.35863e+11
t=1, n=13, r=2, m=1, rp=0 ---------> -2.10706e+11
t=0, n=14, r=2, m=1, rp=0 ---------> -1.54528e+11
t=1, n=14, r=2, m=1, rp=0 ---------> 2.57646e+11
t=0, n=15, r=2, m=1, rp=0 ---------> -5.65923e+11
t=1, n=15, r=2, m=1, rp=0 ---------> 7.00606e+11
t=0, n=16, r=2, m=1, rp=0 ---------> -9.74881e+11
t=1, n=16, r=2, m=1, rp=0 ---------> 5.10643e+11
t=0, n=17, r=2, m=1, rp=0 ---------> 6.93179e+10
t=1, n=17, r=2, m=1, rp=0 ---------> 8.02989e+11
t=0, n=18, r=2, m=1, rp=0 ---------> -5.40851e+11
t=1, n=18, r=2, m=1, rp=0 ---------> 8.11184e+11
t=0, n=19, r=2, m=1, rp=0 ---------> -3.02383e+10
t=1, n=19, r=2, m=1, rp=0 ---------> -1.01222e+10
t=0, n=20, r=2, m=1, rp=0 ---------> -1.48625e+11
t=1, n=20, r=2, m=1, rp=0 ---------> -3.50466e+10
t=0, n=21, r=2, m=1, rp=0 ---------> -1.73146e+11
t=1, n=21, r=2, m=1, rp=0 ---------> 1.14256e+10
t=0, n=22, r=2, m=1, rp=0 ---------> -2.09576e+11
t=1, n=22, r=2, m=1, rp=0 ---------> -2.13759e+10
t=0, n=23, r=2, m=1, rp=0 ---------> 4.32942e+11
t=1, n=23, r=2, m=1, rp=0 ---------> -1.04829e+11
t=0, n=24, r=2, m=1, rp=0 ---------> -5.65332e+11
t=1, n=24, r=2, m=1, rp=0 ---------> 6.12939e+11
t=0, n=25, r=2, m=1, rp=0 ---------> -4.5067e+10
t=1, n=25, r=2, m=1, rp=0 ---------> -1.45746e+10
t=0, n=26, r=2, m=1, rp=0 ---------> -4.47649e+11
t=1, n=26, r=2, m=1, rp=0 ---------> 5.60331e+10
t=0, n=27, r=2, m=1, rp=0 ---------> 6.0912e+11
t=1, n=27, r=2, m=1, rp=0 ---------> 2.01846e+10
t=0, n=28, r=2, m=1, rp=0 ---------> -7.08341e+11
t=1, n=28, r=2, m=1, rp=0 ---------> 4.92895e+11
t=0, n=29, r=2, m=1, rp=0 ---------> -1.34537e+11
t=1, n=29, r=2, m=1, rp=0 ---------> 7.34495e+11
t=0, n=30, r=2, m=1, rp=0 ---------> -1.26443e+11
t=1, n=30, r=2, m=1, rp=0 ---------> 4.75907e+11
t=0, n=31, r=2, m=1, rp=0 ---------> -2.92715e+11
t=1, n=31, r=2, m=1, rp=0 ---------> 2.29086e+11
t=0, n=32, r=2, m=1, rp=0 ---------> -7.83045e+10
t=1, n=32, r=2, m=1, rp=0 ---------> 1.36566e+11
t=0, n=33, r=2, m=1, rp=0 ---------> -1.40236e+10
t=1, n=33, r=2, m=1, rp=0 ---------> 2.33322e+11
t=0, n=34, r=2, m=1, rp=0 ---------> 1.92276e+11
t=1, n=34, r=2, m=1, rp=0 ---------> 7.45969e+11
t=0, n=35, r=2, m=1, rp=0 ---------> 1.98021e+11
t=1, n=35, r=2, m=1, rp=0 ---------> -1.05425e+11
t=0, n=36, r=2, m=1, rp=0 ---------> 2.0639e+10
t=1, n=36, r=2, m=1, rp=0 ---------> 6.55168e+10
t=0, n=37, r=2, m=1, rp=0 ---------> -8.67452e+11
t=1, n=37, r=2, m=1, rp=0 ---------> 7.09441e+09
t=0, n=38, r=2, m=1, rp=0 ---------> 1.81668e+10
t=1, n=38, r=2, m=1, rp=0 ---------> 2.52683e+11
t=0, n=39, r=2, m=1, rp=0 ---------> 3.16585e+11
t=1, n=39, r=2, m=1, rp=0 ---------> 4.56218e+11
t=0, n=40, r=2, m=1, rp=0 ---------> 2.3631e+11
t=1, n=40, r=2, m=1, rp=0 ---------> 9.59652e+10
t=0, n=41, r=2, m=1, rp=0 ---------> -2.43698e+11
t=1, n=41, r=2, m=1, rp=0 ---------> 6.04681e+10
t=0, n=42, r=2, m=1, rp=0 ---------> -4.26754e+11
t=1, n=42, r=2, m=1, rp=0 ---------> 4.68132e+11
t=0, n=43, r=2, m=1, rp=0 ---------> -1.34272e+11
t=1, n=43, r=2, m=1, rp=0 ---------> 1.3263e+11
t=0, n=44, r=2, m=1, rp=0 ---------> 4.0564e+10
t=1, n=44, r=2, m=1, rp=0 ---------> 3.74008e+10
t=0, n=45, r=2, m=1, rp=0 ---------> 1.88294e+10
t=1, n=45, r=2, m=1, rp=0 ---------> 3.43301e+10
t=0, n=0, r=3, m=1, rp=0 ---------> 1.771e+11
t=1, n=0, r=3, m=1, rp=0 ---------> 3.22777e+11
t=0, n=1, r=3, m=1, rp=0 ---------> -5.27357e+11
t=1, n=1, r=3, m=1, rp=0 ---------> 4.17715e+11
t=0, n=2, r=3, m=1, rp=0 ---------> -2.83878e+11
t=1, n=2, r=3, m=1, rp=0 ---------> 5.35578e+11
t=0, n=3, r=3, m=1, rp=0 ---------> -5.80955e+11
t=1, n=3, r=3, m=1, rp=0 ---------> 3.38215e+11
t=0, n=4, r=3, m=1, rp=0 ---------> -3.40751e+11
t=1, n=4, r=3, m=1, rp=0 ---------> 1.01362e+11
t=0, n=5, r=3, m=1, rp=0 ---------> -4.7577e+11
t=1, n=5, r=3, m=1, rp=0 ---------> 4.68288e+10
t=0, n=6, r=3, m=1, rp=0 ---------> 3.26285e+11
t=1, n=6, r=3, m=1, rp=0 ---------> 6.85259e+10
t=0, n=7, r=3, m=1, rp=0 ---------> -4.26979e+10
t=1, n=7, r=3, m=1, rp=0 ---------> 5.83902e+11
t=0, n=8, r=3, m=1, rp=0 ---------> -6.03411e+11
t=1, n=8, r=3, m=1, rp=0 ---------> 1.77988e+11
t=0, n=9, r=3, m=1, rp=0 ---------> 5.04923e+11
t=1, n=9, r=3, m=1, rp=0 ---------> 2.56372e+11
t=0, n=10, r=3, m=1, rp=0 ---------> -2.74771e+11
t=1, n=10, r=3, m=1, rp=0 ---------> 5.77027e+10
t=0, n=11, r=3, m=1, rp=0 ---------> -2.40343e+11
t=1, n=11, r=3, m=1, rp=0 ---------> -5.64062e+10
t=0, n=12, r=3, m=1, rp=0 ---------> -5.05763e+11
t=1, n=12, r=3, m=1, rp=0 ---------> -2.5957e+10
t=0, n=13, r=3, m=1, rp=0 ---------> 1.42713e+11
t=1, n=13, r=3, m=1, rp=0 ---------> 1.94941e+11
t=0, n=14, r=3, m=1, rp=0 ---------> -2.96207e+11
t=1, n=14, r=3, m=1, rp=0 ---------> -1.03258e+11
t=0, n=15, r=3, m=1, rp=0 ---------> -1.8156e+11
t=1, n=15, r=3, m=1, rp=0 ---------> 1.93609e+11
t=0, n=16, r=3, m=1, rp=0 ---------> -1.17813e+11
t=1, n=16, r=3, m=1, rp=0 ---------> -2.76098e+11
t=0, n=17, r=3, m=1, rp=0 ---------> -6.1719e+11
t=1, n=17, r=3, m=1, rp=0 ---------> 8.92141e+10
t=0, n=18, r=3, m=1, rp=0 ---------> 1.21382e+10
t=1, n=18, r=3, m=1, rp=0 ---------> 2.11521e+11
t=0, n=19, r=3, m=1, rp=0 ---------> 2.83646e+11
t=1, n=19, r=3, m=1, rp=0 ---------> 2.92096e+11
t=0, n=20, r=3, m=1, rp=0 ---------> -4.08012e+11
t=1, n=20, r=3, m=1, rp=0 ---------> 1.61529e+11
t=0, n=21, r=3, m=1, rp=0 ---------> -3.89976e+11
t=1, n=21, r=3, m=1, rp=0 ---------> -6.14194e+10
t=0, n=22, r=3, m=1, rp=0 ---------> -4.17835e+11
t=1, n=22, r=3, m=1, rp=0 ---------> 3.38476e+11
t=0, n=23, r=3, m=1, rp=0 ---------> -9.00518e+11
t=1, n=23, r=3, m=1, rp=0 ---------> 1.21393e+11
t=0, n=24, r=3, m=1, rp=0 ---------> -3.84465e+11
t=1, n=24, r=3, m=1, rp=0 ---------> 2.07772e+11
t=0, n=25, r=3, m=1, rp=0 ---------> -5.00553e+11
t=1, n=25, r=3, m=1, rp=0 ---------> 1.80932e+11
t=0, n=26, r=3, m=1, rp=0 ---------> -3.07952e+11
t=1, n=26, r=3, m=1, rp=0 ---------> 8.46282e+10
t=0, n=27, r=3, m=1, rp=0 ---------> -5.41746e+11
t=1, n=27, r=3, m=1, rp=0 ---------> 2.7111e+11
t=0, n=28, r=3, m=1, rp=0 ---------> 4.12581e+11
t=1, n=28, r=3, m=1, rp=0 ---------> -1.6519e+10
t=0, n=29, r=3, m=1, rp=0 ---------> -6.52441e+11
t=1, n=29, r=3, m=1, rp=0 ---------> -2.37213e+11
t=0, n=30, r=3, m=1, rp=0 ---------> 4.46518e+11
t=1, n=30, r=3, m=1, rp=0 ---------> 2.36608e+11
t=0, n=31, r=3, m=1, rp=0 ---------> -1.9814e+11
t=1, n=31, r=3, m=1, rp=0 ---------> -8.17451e+10
t=0, n=32, r=3, m=1, rp=0 ---------> 4.03119e+11
t=1, n=32, r=3, m=1, rp=0 ---------> 2.84522e+11
t=0, n=33, r=3, m=1, rp=0 ---------> -2.23199e+11
t=1, n=33, r=3, m=1, rp=0 ---------> 7.49638e+09
t=0, n=34, r=3, m=1, rp=0 ---------> -3.94941e+11
t=1, n=34, r=3, m=1, rp=0 ---------> 4.6842e+11
t=0, n=35, r=3, m=1, rp=0 ---------> -1.18299e+11
t=1, n=35, r=3, m=1, rp=0 ---------> 1.92446e+11
t=0, n=36, r=3, m=1, rp=0 ---------> 2.61091e+11
t=1, n=36, r=3, m=1, rp=0 ---------> 3.40899e+11
t=0, n=37, r=3, m=1, rp=0 ---------> 5.74482e+10
t=1, n=37, r=3, m=1, rp=0 ---------> -1.89297e+11
t=0, n=38, r=3, m=1, rp=0 ---------> -1.08571e+10
t=1, n=38, r=3, m=1, rp=0 ---------> 4.91714e+11
t=0, n=39, r=3, m=1, rp=0 ---------> 5.59622e+10
t=1, n=39, r=3, m=1, rp=0 ---------> 3.38977e+11
t=0, n=40, r=3, m=1, rp=0 ---------> 2.44867e+11
t=1, n=40, r=3, m=1, rp=0 ---------> 4.2298e+11
t=0, n=41, r=3, m=1, rp=0 ---------> -3.17825e+11
t=1, n=41, r=3, m=1, rp=0 ---------> 1.33455e+11
t=0, n=42, r=3, m=1, rp=0 ---------> -3.87077e+11
t=1, n=42, r=3, m=1, rp=0 ---------> -2.04509e+11
t=0, n=43, r=3, m=1, rp=0 ---------> 7.95455e+10
t=1, n=43, r=3, m=1, rp=0 ---------> 1.91211e+11
t=0, n=44, r=3, m=1, rp=0 ---------> 8.90653e+10
t=1, n=44, r=3, m=1, rp=0 ---------> -9.79454e+09
t=0, n=45, r=3, m=1, rp=0 ---------> -6.69237e+06
t=1, n=45, r=3, m=1, rp=0 ---------> -3.07622e+10
t=0, n=0, r=0, m=2, rp=0 ---------> 7.39637e+11
t=1, n=0, r=0, m=2, rp=0 ---------> -1.32003e+11
t=0, n=1, r=0, m=2, rp=0 ---------> 4.60363e+11
t=1, n=1, r=0, m=2, rp=0 ---------> 8.29526e+10
t=0, n=2, r=0, m=2, rp=0 ---------> 7.87377e+10
t=1, n=2, r=0, m=2, rp=0 ---------> 1.75851e+11
t=0, n=3, r=0, m=2, rp=0 ---------> 6.37742e+11
t=1, n=3, r=0, m=2, rp=0 ---------> -1.59434e+10
t=0, n=4, r=0, m=2, rp=0 ---------> 5.80559e+11
t=1, n=4, r=0, m=2, rp=0 ---------> -3.68661e+10
t=0, n=5, r=0, m=2, rp=0 ---------> 7.65609e+11
t=1, n=5, r=0, m=2, rp=0 ---------> 1.61857e+11
t=0, n=6, r=0, m=2, rp=0 ---------> 2.74886e+11
t=1, n=6, r=0, m=2, rp=0 ---------> -2.94402e+11
t=0, n=7, r=0, m=2, rp=0 ---------> 4.91062e+11
t=1, n=7, r=0, m=2, rp=0 ---------> -3.5265e+10
t=0, n=8, r=0, m=2, rp=0 ---------> 5.80761e+11
t=1, n=8, r=0, m=2, rp=0 ---------> 1.74526e+11
t=0, n=9, r=0, m=2, rp=0 ---------> 1.55313e+11
t=1, n=9, r=0, m=2, rp=0 ---------> -4.14017e+10
t=0, n=10, r=0, m=2, rp=0 ---------> 3.14386e+11
t=1, n=10, r=0, m=2, rp=0 ---------> -2.82336e+10
t=0, n=11, r=0, m=2, rp=0 ---------> 5.54816e+11
t=1, n=11, r=0, m=2, rp=0 ---------> 1.57785e+11
t=0, n=12, r=0, m=2, rp=0 ---------> 5.02369e+11
t=1, n=12, r=0, m=2, rp=0 ---------> -2.16095e+10
t=0, n=13, r=0, m=2, rp=0 ---------> 2.29802e+11
t=1, n=13, r=0, m=2, rp=0 ---------> 7.63734e+10
t=0, n=14, r=0, m=2, rp=0 ---------> 1.24256e+11
t=1, n=14, r=0, m=2, rp=0 ---------> 2.60735e+11
t=0, n=15, r=0, m=2, rp=0 ---------> 6.2883e+11
t=1, n=15, r=0, m=2, rp=0 ---------> 3.22024e+10
t=0, n=16, r=0, m=2, rp=0 ---------> 6.31022e+11
t=1, n=16, r=0, m=2, rp=0 ---------> 1.2555e+11
t=0, n=17, r=0, m=2, rp=0 ---------> 5.6422e+11
t=1, n=17, r=0, m=2, rp=0 ---------> 3.84246e+11
t=0, n=18, r=0, m=2, rp=0 ---------> 3.86072e+11
t=1, n=18, r=0, m=2, rp=0 ---------> 6.18893e+10
t=0, n=19, r=0, m=2, rp=0 ---------> 7.71699e+10
t=1, n=19, r=0, m=2, rp=0 ---------> -5.46457e+10
t=0, n=20, r=0, m=2, rp=0 ---------> 5.94384e+11
t=1, n=20, r=0, m=2, rp=0 ---------> 8.60447e+10
t=0, n=21, r=0, m=2, rp=0 ---------> 4.94128e+11
t=1, n=21, r=0, m=2, rp=0 ---------> 4.2201e+11
t=0, n=22, r=0, m=2, rp=0 ---------> 1.07403e+12
t=1, n=22, r=0, m=2, rp=0 ---------> 4.32679e+10
t=0, n=23, r=0, m=2, rp=0 ---------> 4.87427e+11
t=1, n=23, r=0, m=2, rp=0 ---------> 4.58352e+11
t=0, n=24, r=0, m=2, rp=0 ---------> 9.85694e+11
t=1, n=24, r=0, m=2, rp=0 ---------> 1.42399e+11
t=0, n=25, r=0, m=2, rp=0 ---------> 5.51274e+11
t=1, n=25, r=0, m=2, rp=0 ---------> 8.44232e+10
t=0, n=26, r=0, m=2, rp=0 ---------> 5.78799e+11
t=1, n=26, r=0, m=2, rp=0 ---------> 2.52133e+11
t=0, n=27, r=0, m=2, rp=0 ---------> 4.7251e+11
t=1, n=27, r=0, m=2, rp=0 ---------> 3.00886e+11
t=0, n=28, r=0, m=2, rp=0 ---------> 5.97337e+11
t=1, n=28, r=0, m=2, rp=0 ---------> -2.5103e+11
t=0, n=29, r=0, m=2, rp=0 ---------> 5.83857e+11
t=1, n=29, r=0, m=2, rp=0 ---------> 3.19703e+11
t=0, n=30, r=0, m=2, rp=0 ---------> 1.61691e+11
t=1, n=30, r=0, m=2, rp=0 ---------> -1.02012e+11
t=0, n=31, r=0, m=2, rp=0 ---------> 1.64164e+11
t=1, n=31, r=0, m=2, rp=0 ---------> 4.81384e+10
t=0, n=32, r=0, m=2, rp=0 ---------> 3.17313e+11
t=1, n=32, r=0, m=2, rp=0 ---------> -9.03437e+10
t=0, n=33, r=0, m=2, rp=0 ---------> 2.58367e+10
t=1, n=33, r=0, m=2, rp=0 ---------> 1.74719e+11
t=0, n=34, r=0, m=2, rp=0 ---------> 5.7078e+11
t=1, n=34, r=0, m=2, rp=0 ---------> 4.42611e+11
t=0, n=35, r=0, m=2, rp=0 ---------> 2.08571e+11
t=1, n=35, r=0, m=2, rp=0 ---------> 1.32195e+11
t=0, n=36, r=0, m=2, rp=0 ---------> 3.36429e+11
t=1, n=36, r=0, m=2, rp=0 ---------> -1.08007e+11
t=0, n=37, r=0, m=2, rp=0 ---------> 1.47697e+11
t=1, n=37, r=0, m=2, rp=0 ---------> -1.29164e+11
t=0, n=38, r=0, m=2, rp=0 ---------> 5.31021e+11
t=1, n=38, r=0, m=2, rp=0 ---------> -2.41523e+11
t=0, n=39, r=0, m=2, rp=0 ---------> 3.84201e+11
t=1, n=39, r=0, m=2, rp=0 ---------> 8.45545e+10
t=0, n=40, r=0, m=2, rp=0 ---------> 8.14503e+10
t=1, n=40, r=0, m=2, rp=0 ---------> -2.10428e+10
t=0, n=41, r=0, m=2, rp=0 ---------> 5.7179e+11
t=1, n=41, r=0, m=2, rp=0 ---------> -1.94451e+11
t=0, n=42, r=0, m=2, rp=0 ---------> 6.98151e+11
t=1, n=42, r=0, m=2, rp=0 ---------> 5.35538e+10
