t=0, n=21, r=1, m=12, rp=0 ---------> 0.000387307
t=1, n=21, r=1, m=12, rp=0 ---------> 0.0010415
t=0, n=22, r=1, m=12, rp=0 ---------> 0.000651987
t=1, n=22, r=1, m=12, rp=0 ---------> 0.00104773
t=0, n=23, r=1, m=12, rp=0 ---------> -8.62969e-05
t=1, n=23, r=1, m=12, rp=0 ---------> 0.000598828
t=0, n=24, r=1, m=12, rp=0 ---------> 0.000473931
t=1, n=24, r=1, m=12, rp=0 ---------> 0.00148545
t=0, n=25, r=1, m=12, rp=0 ---------> -7.35068e-05
t=1, n=25, r=1, m=12, rp=0 ---------> 0.00116498
t=0, n=26, r=1, m=12, rp=0 ---------> 0.000921654
t=1, n=26, r=1, m=12, rp=0 ---------> 0.000132855
t=0, n=27, r=1, m=12, rp=0 ---------> -0.000483167
t=1, n=27, r=1, m=12, rp=0 ---------> 0.00135092
t=0, n=28, r=1, m=12, rp=0 ---------> -0.000343507
t=1, n=28, r=1, m=12, rp=0 ---------> 0.000565726
t=0, n=29, r=1, m=12, rp=0 ---------> 0.000528767
t=1, n=29, r=1, m=12, rp=0 ---------> 0.000953042
t=0, n=30, r=1, m=12, rp=0 ---------> -0.000405389
t=1, n=30, r=1, m=12, rp=0 ---------> -0.000554756
t=0, n=31, r=1, m=12, rp=0 ---------> 0.00117301
t=1, n=31, r=1, m=12, rp=0 ---------> -0.000338158
t=0, n=32, r=1, m=12, rp=0 ---------> 0.00044589
t=1, n=32, r=1, m=12, rp=0 ---------> 0.000967841
t=0, n=33, r=1, m=12, rp=0 ---------> 0.000150389
t=1, n=33, r=1, m=12, rp=0 ---------> -0.000219975
t=0, n=34, r=1, m=12, rp=0 ---------> 0.000727675
t=1, n=34, r=1, m=12, rp=0 ---------> -0.000630702
t=0, n=35, r=1, m=12, rp=0 ---------> 2.42177e-05
t=1, n=35, r=1, m=12, rp=0 ---------> 0.000282735
t=0, n=36, r=1, m=12, rp=0 ---------> 8.43827e-05
t=1, n=36, r=1, m=12, rp=0 ---------> 0.000318663
t=0, n=37, r=1, m=12, rp=0 ---------> 0.00128285
t=1, n=37, r=1, m=12, rp=0 ---------> 0.000158827
t=0, n=38, r=1, m=12, rp=0 ---------> -0.000548626
t=1, n=38, r=1, m=12, rp=0 ---------> 0.000988717
t=0, n=39, r=1, m=12, rp=0 ---------> -0.000237035
t=1, n=39, r=1, m=12, rp=0 ---------> 0.00111252
t=0, n=40, r=1, m=12, rp=0 ---------> -0.000140376
t=1, n=40, r=1, m=12, rp=0 ---------> 5.69895e-05
t=0, n=41, r=1, m=12, rp=0 ---------> -0.000830685
t=1, n=41, r=1, m=12, rp=0 ---------> 0.00124921
t=0, n=42, r=1, m=12, rp=0 ---------> 0.000236142
t=1, n=42, r=1, m=12, rp=0 ---------> 0.000651722
t=0, n=43, r=1, m=12, rp=0 ---------> -0.000331141
t=1, n=43, r=1, m=12, rp=0 ---------> -0.000347124
t=0, n=44, r=1, m=12, rp=0 ---------> 0.000671245
t=1, n=44, r=1, m=12, rp=0 ---------> -0.000290123
t=0, n=0, r=2, m=12, rp=0 ---------> 8.01124e-05
t=1, n=0, r=2, m=12, rp=0 ---------> 1.24758e-05
t=0, n=1, r=2, m=12, rp=0 ---------> 3.93402e-06
t=1, n=1, r=2, m=12, rp=0 ---------> 0.000209191
t=0, n=2, r=2, m=12, rp=0 ---------> -0.000166212
t=1, n=2, r=2, m=12, rp=0 ---------> 0.000183945
t=0, n=3, r=2, m=12, rp=0 ---------> 3.94379e-05
t=1, n=3, r=2, m=12, rp=0 ---------> 8.96796e-05
t=0, n=4, r=2, m=12, rp=0 ---------> 1.0844e-05
t=1, n=4, r=2, m=12, rp=0 ---------> 2.93693e-05
t=0, n=5, r=2, m=12, rp=0 ---------> 1.05988e-05
t=1, n=5, r=2, m=12, rp=0 ---------> 1.67659e-05
t=0, n=6, r=2, m=12, rp=0 ---------> 9.84796e-05
t=1, n=6, r=2, m=12, rp=0 ---------> 3.08733e-07
t=0, n=7, r=2, m=12, rp=0 ---------> 4.48024e-05
t=1, n=7, r=2, m=12, rp=0 ---------> -1.49305e-05
t=0, n=8, r=2, m=12, rp=0 ---------> 2.05534e-05
t=1, n=8, r=2, m=12, rp=0 ---------> 0.000149447
t=0, n=9, r=2, m=12, rp=0 ---------> 2.05357e-07
t=1, n=9, r=2, m=12, rp=0 ---------> 0.000173841
t=0, n=10, r=2, m=12, rp=0 ---------> 2.07748e-05
t=1, n=10, r=2, m=12, rp=0 ---------> -1.38413e-05
t=0, n=11, r=2, m=12, rp=0 ---------> 8.91276e-06
t=1, n=11, r=2, m=12, rp=0 ---------> 6.52045e-05
t=0, n=12, r=2, m=12, rp=0 ---------> 3.75148e-05
t=1, n=12, r=2, m=12, rp=0 ---------> 5.47897e-05
t=0, n=13, r=2, m=12, rp=0 ---------> 7.61956e-05
t=1, n=13, r=2, m=12, rp=0 ---------> 8.52523e-05
t=0, n=14, r=2, m=12, rp=0 ---------> -5.00897e-05
t=1, n=14, r=2, m=12, rp=0 ---------> 0.000170749
t=0, n=15, r=2, m=12, rp=0 ---------> -4.08024e-05
t=1, n=15, r=2, m=12, rp=0 ---------> 6.47123e-05
t=0, n=16, r=2, m=12, rp=0 ---------> 8.57324e-05
t=1, n=16, r=2, m=12, rp=0 ---------> 2.68396e-05
t=0, n=17, r=2, m=12, rp=0 ---------> 4.74809e-05
t=1, n=17, r=2, m=12, rp=0 ---------> 0.000240806
t=0, n=18, r=2, m=12, rp=0 ---------> 4.53256e-05
t=1, n=18, r=2, m=12, rp=0 ---------> -4.36616e-05
t=0, n=19, r=2, m=12, rp=0 ---------> -1.00653e-05
t=1, n=19, r=2, m=12, rp=0 ---------> -9.93642e-05
t=0, n=20, r=2, m=12, rp=0 ---------> 1.82361e-05
t=1, n=20, r=2, m=12, rp=0 ---------> -5.4948e-07
t=0, n=21, r=2, m=12, rp=0 ---------> 4.59002e-05
t=1, n=21, r=2, m=12, rp=0 ---------> -2.33206e-05
t=0, n=22, r=2, m=12, rp=0 ---------> 7.93046e-05
t=1, n=22, r=2, m=12, rp=0 ---------> -1.28201e-05
t=0, n=23, r=2, m=12, rp=0 ---------> 9.21718e-06
t=1, n=23, r=2, m=12, rp=0 ---------> 0.000114963
t=0, n=24, r=2, m=12, rp=0 ---------> 9.0528e-05
t=1, n=24, r=2, m=12, rp=0 ---------> -4.62448e-06
t=0, n=25, r=2, m=12, rp=0 ---------> 2.62801e-05
t=1, n=25, r=2, m=12, rp=0 ---------> 0.000143761
t=0, n=26, r=2, m=12, rp=0 ---------> 4.68362e-06
t=1, n=26, r=2, m=12, rp=0 ---------> 5.05254e-05
t=0, n=27, r=2, m=12, rp=0 ---------> 2.30205e-05
t=1, n=27, r=2, m=12, rp=0 ---------> 0.000114512
t=0, n=28, r=2, m=12, rp=0 ---------> 9.02915e-05
t=1, n=28, r=2, m=12, rp=0 ---------> -8.87567e-05
t=0, n=29, r=2, m=12, rp=0 ---------> -1.50392e-05
t=1, n=29, r=2, m=12, rp=0 ---------> 8.50458e-05
t=0, n=30, r=2, m=12, rp=0 ---------> 2.32239e-05
t=1, n=30, r=2, m=12, rp=0 ---------> 5.41348e-05
t=0, n=31, r=2, m=12, rp=0 ---------> -6.57154e-05
t=1, n=31, r=2, m=12, rp=0 ---------> 2.10956e-05
t=0, n=32, r=2, m=12, rp=0 ---------> -2.19629e-06
t=1, n=32, r=2, m=12, rp=0 ---------> -6.67728e-05
t=0, n=33, r=2, m=12, rp=0 ---------> -4.45584e-05
t=1, n=33, r=2, m=12, rp=0 ---------> 0.000124092
t=0, n=34, r=2, m=12, rp=0 ---------> 0.000102883
t=1, n=34, r=2, m=12, rp=0 ---------> 0.000129188
t=0, n=35, r=2, m=12, rp=0 ---------> 1.38478e-05
t=1, n=35, r=2, m=12, rp=0 ---------> 6.21367e-05
t=0, n=36, r=2, m=12, rp=0 ---------> 4.61647e-05
t=1, n=36, r=2, m=12, rp=0 ---------> -8.35324e-05
t=0, n=37, r=2, m=12, rp=0 ---------> -3.58387e-05
t=1, n=37, r=2, m=12, rp=0 ---------> 6.1274e-05
t=0, n=38, r=2, m=12, rp=0 ---------> 5.63371e-05
t=1, n=38, r=2, m=12, rp=0 ---------> -2.51089e-05
t=0, n=39, r=2, m=12, rp=0 ---------> -2.8023e-05
t=1, n=39, r=2, m=12, rp=0 ---------> 6.69262e-05
t=0, n=40, r=2, m=12, rp=0 ---------> -6.12903e-06
t=1, n=40, r=2, m=12, rp=0 ---------> 5.87585e-05
t=0, n=41, r=2, m=12, rp=0 ---------> 4.94552e-05
t=1, n=41, r=2, m=12, rp=0 ---------> -0.000106388
t=0, n=42, r=2, m=12, rp=0 ---------> 8.10574e-05
t=1, n=42, r=2, m=12, rp=0 ---------> 6.14119e-05
t=0, n=43, r=2, m=12, rp=0 ---------> 4.73417e-05
t=1, n=43, r=2, m=12, rp=0 ---------> -3.80003e-06
t=0, n=44, r=2, m=12, rp=0 ---------> -2.91318e-06
t=1, n=44, r=2, m=12, rp=0 ---------> 2.49594e-07
t=0, n=0, r=3, m=12, rp=0 ---------> -0.000201344
t=1, n=0, r=3, m=12, rp=0 ---------> -0.00250552
t=0, n=1, r=3, m=12, rp=0 ---------> 0.00045627
t=1, n=1, r=3, m=12, rp=0 ---------> -0.000950499
t=0, n=2, r=3, m=12, rp=0 ---------> 0.000780877
t=1, n=2, r=3, m=12, rp=0 ---------> -0.00134569
t=0, n=3, r=3, m=12, rp=0 ---------> 0.000526996
t=1, n=3, r=3, m=12, rp=0 ---------> -0.00119019
t=0, n=4, r=3, m=12, rp=0 ---------> -0.000148029
t=1, n=4, r=3, m=12, rp=0 ---------> -0.00199507
t=0, n=5, r=3, m=12, rp=0 ---------> -0.000679405
t=1, n=5, r=3, m=12, rp=0 ---------> -0.0013664
t=0, n=6, r=3, m=12, rp=0 ---------> 0.000303737
t=1, n=6, r=3, m=12, rp=0 ---------> -0.000342688
t=0, n=7, r=3, m=12, rp=0 ---------> 8.3785e-05
t=1, n=7, r=3, m=12, rp=0 ---------> -4.78679e-05
t=0, n=8, r=3, m=12, rp=0 ---------> 0.001176
t=1, n=8, r=3, m=12, rp=0 ---------> -0.00246451
t=0, n=9, r=3, m=12, rp=0 ---------> -9.90917e-05
t=1, n=9, r=3, m=12, rp=0 ---------> -0.00181115
t=0, n=10, r=3, m=12, rp=0 ---------> -0.000472853
t=1, n=10, r=3, m=12, rp=0 ---------> 7.88093e-05
t=0, n=11, r=3, m=12, rp=0 ---------> -0.000878669
t=1, n=11, r=3, m=12, rp=0 ---------> -0.00202158
t=0, n=12, r=3, m=12, rp=0 ---------> -1.01577e-05
t=1, n=12, r=3, m=12, rp=0 ---------> -0.00139566
t=0, n=13, r=3, m=12, rp=0 ---------> 0.000320337
t=1, n=13, r=3, m=12, rp=0 ---------> 0.000108494
t=0, n=14, r=3, m=12, rp=0 ---------> 0.000483996
t=1, n=14, r=3, m=12, rp=0 ---------> -0.00278945
t=0, n=15, r=3, m=12, rp=0 ---------> 2.93404e-05
t=1, n=15, r=3, m=12, rp=0 ---------> -0.00302544
t=0, n=16, r=3, m=12, rp=0 ---------> 0.00014963
t=1, n=16, r=3, m=12, rp=0 ---------> -0.00247161
t=0, n=17, r=3, m=12, rp=0 ---------> 0.000303716
t=1, n=17, r=3, m=12, rp=0 ---------> -0.00283032
t=0, n=18, r=3, m=12, rp=0 ---------> 3.29436e-05
t=1, n=18, r=3, m=12, rp=0 ---------> -0.00217188
t=0, n=19, r=3, m=12, rp=0 ---------> -0.000638762
t=1, n=19, r=3, m=12, rp=0 ---------> -0.000264824
t=0, n=20, r=3, m=12, rp=0 ---------> -0.000120131
t=1, n=20, r=3, m=12, rp=0 ---------> -0.000977095
t=0, n=21, r=3, m=12, rp=0 ---------> 0.000270162
t=1, n=21, r=3, m=12, rp=0 ---------> -0.000723314
t=0, n=22, r=3, m=12, rp=0 ---------> -0.000799705
t=1, n=22, r=3, m=12, rp=0 ---------> -0.0018355
t=0, n=23, r=3, m=12, rp=0 ---------> 0.000740946
t=1, n=23, r=3, m=12, rp=0 ---------> -0.00170983
t=0, n=24, r=3, m=12, rp=0 ---------> 0.000361161
t=1, n=24, r=3, m=12, rp=0 ---------> -0.0034318
t=0, n=25, r=3, m=12, rp=0 ---------> 0.000643616
t=1, n=25, r=3, m=12, rp=0 ---------> -0.00249609
t=0, n=26, r=3, m=12, rp=0 ---------> -0.00086508
t=1, n=26, r=3, m=12, rp=0 ---------> -0.00134293
t=0, n=27, r=3, m=12, rp=0 ---------> 0.0012159
t=1, n=27, r=3, m=12, rp=0 ---------> -0.00188375
t=0, n=28, r=3, m=12, rp=0 ---------> -0.000297453
t=1, n=28, r=3, m=12, rp=0 ---------> -0.00140697
t=0, n=29, r=3, m=12, rp=0 ---------> 0.000726449
t=1, n=29, r=3, m=12, rp=0 ---------> -0.003172
t=0, n=30, r=3, m=12, rp=0 ---------> 0.000348045
t=1, n=30, r=3, m=12, rp=0 ---------> -0.00222658
t=0, n=31, r=3, m=12, rp=0 ---------> -0.00128619
t=1, n=31, r=3, m=12, rp=0 ---------> -0.00113511
t=0, n=32, r=3, m=12, rp=0 ---------> -0.000298862
t=1, n=32, r=3, m=12, rp=0 ---------> -0.00128485
t=0, n=33, r=3, m=12, rp=0 ---------> 1.2042e-05
t=1, n=33, r=3, m=12, rp=0 ---------> -0.000840527
t=0, n=34, r=3, m=12, rp=0 ---------> -9.98997e-05
t=1, n=34, r=3, m=12, rp=0 ---------> -0.00291702
t=0, n=35, r=3, m=12, rp=0 ---------> 0.000309477
t=1, n=35, r=3, m=12, rp=0 ---------> -0.000806012
t=0, n=36, r=3, m=12, rp=0 ---------> -0.000264703
t=1, n=36, r=3, m=12, rp=0 ---------> -0.000398374
t=0, n=37, r=3, m=12, rp=0 ---------> -0.000482404
t=1, n=37, r=3, m=12, rp=0 ---------> -0.00181615
t=0, n=38, r=3, m=12, rp=0 ---------> -0.000421739
t=1, n=38, r=3, m=12, rp=0 ---------> -0.000201255
t=0, n=39, r=3, m=12, rp=0 ---------> 0.000704802
t=1, n=39, r=3, m=12, rp=0 ---------> -0.00124634
t=0, n=40, r=3, m=12, rp=0 ---------> 0.000583816
t=1, n=40, r=3, m=12, rp=0 ---------> -0.0014724
t=0, n=41, r=3, m=12, rp=0 ---------> 4.44698e-05
t=1, n=41, r=3, m=12, rp=0 ---------> -0.000618645
t=0, n=42, r=3, m=12, rp=0 ---------> -8.98817e-05
t=1, n=42, r=3, m=12, rp=0 ---------> -0.00267728
t=0, n=43, r=3, m=12, rp=0 ---------> -0.000446048
t=1, n=43, r=3, m=12, rp=0 ---------> -0.000984767
t=0, n=44, r=3, m=12, rp=0 ---------> -0.000539148
t=1, n=44, r=3, m=12, rp=0 ---------> -1.57412e-05
t=0, n=0, r=0, m=13, rp=0 ---------> 8.44574e-05
t=1, n=0, r=0, m=13, rp=0 ---------> 0.000150354
t=0, n=1, r=0, m=13, rp=0 ---------> 0.000227831
t=1, n=1, r=0, m=13, rp=0 ---------> -7.06867e-05
t=0, n=2, r=0, m=13, rp=0 ---------> 5.03624e-05
t=1, n=2, r=0, m=13, rp=0 ---------> -7.59336e-05
t=0, n=3, r=0, m=13, rp=0 ---------> 0.000205891
t=1, n=3, r=0, m=13, rp=0 ---------> -1.08216e-05
t=0, n=4, r=0, m=13, rp=0 ---------> 0.000172263
t=1, n=4, r=0, m=13, rp=0 ---------> 6.05301e-05
t=0, n=5, r=0, m=13, rp=0 ---------> 0.000204903
t=1, n=5, r=0, m=13, rp=0 ---------> -6.62046e-05
t=0, n=6, r=0, m=13, rp=0 ---------> 0.000164124
t=1, n=6, r=0, m=13, rp=0 ---------> 0.000156928
t=0, n=7, r=0, m=13, rp=0 ---------> 0.000172419
t=1, n=7, r=0, m=13, rp=0 ---------> 9.57604e-05
t=0, n=8, r=0, m=13, rp=0 ---------> 8.12933e-05
t=1, n=8, r=0, m=13, rp=0 ---------> -7.65383e-05
t=0, n=9, r=0, m=13, rp=0 ---------> 4.49017e-05
t=1, n=9, r=0, m=13, rp=0 ---------> 9.61297e-05
t=0, n=10, r=0, m=13, rp=0 ---------> 0.000113891
t=1, n=10, r=0, m=13, rp=0 ---------> -1.75973e-06
t=0, n=11, r=0, m=13, rp=0 ---------> 0.000123474
t=1, n=11, r=0, m=13, rp=0 ---------> -4.05671e-05
t=0, n=12, r=0, m=13, rp=0 ---------> 6.60644e-05
t=1, n=12, r=0, m=13, rp=0 ---------> -3.76924e-05
t=0, n=13, r=0, m=13, rp=0 ---------> 9.41935e-05
t=1, n=13, r=0, m=13, rp=0 ---------> 7.2254e-05
t=0, n=14, r=0, m=13, rp=0 ---------> 5.13837e-05
t=1, n=14, r=0, m=13, rp=0 ---------> -6.50412e-07
t=0, n=15, r=0, m=13, rp=0 ---------> -2.85229e-05
t=1, n=15, r=0, m=13, rp=0 ---------> -7.76921e-06
t=0, n=16, r=0, m=13, rp=0 ---------> 1.13339e-06
t=1, n=16, r=0, m=13, rp=0 ---------> -0.000116444
t=0, n=17, r=0, m=13, rp=0 ---------> 0.000135795
t=1, n=17, r=0, m=13, rp=0 ---------> -0.000220563
t=0, n=18, r=0, m=13, rp=0 ---------> 1.66375e-05
t=1, n=18, r=0, m=13, rp=0 ---------> -1.76741e-05
t=0, n=19, r=0, m=13, rp=0 ---------> -3.02171e-06
t=1, n=19, r=0, m=13, rp=0 ---------> 0.000141082
t=0, n=20, r=0, m=13, rp=0 ---------> 0.000130618
t=1, n=20, r=0, m=13, rp=0 ---------> 1.02504e-05
t=0, n=21, r=0, m=13, rp=0 ---------> 9.35222e-05
t=1, n=21, r=0, m=13, rp=0 ---------> -7.90114e-05
t=0, n=22, r=0, m=13, rp=0 ---------> 0.000290115
t=1, n=22, r=0, m=13, rp=0 ---------> 0.000125882
t=0, n=23, r=0, m=13, rp=0 ---------> 0.000114918
t=1, n=23, r=0, m=13, rp=0 ---------> -0.000113174
t=0, n=24, r=0, m=13, rp=0 ---------> 0.000115343
t=1, n=24, r=0, m=13, rp=0 ---------> 3.37178e-05
t=0, n=25, r=0, m=13, rp=0 ---------> 8.06071e-05
t=1, n=25, r=0, m=13, rp=0 ---------> -2.44726e-05
t=0, n=26, r=0, m=13, rp=0 ---------> 0.000170659
t=1, n=26, r=0, m=13, rp=0 ---------> -8.72134e-05
t=0, n=27, r=0, m=13, rp=0 ---------> -6.93713e-06
t=1, n=27, r=0, m=13, rp=0 ---------> -2.53125e-05
t=0, n=28, r=0, m=13, rp=0 ---------> 6.40037e-05
t=1, n=28, r=0, m=13, rp=0 ---------> 7.87766e-05
t=0, n=29, r=0, m=13, rp=0 ---------> 4.43592e-05
t=1, n=29, r=0, m=13, rp=0 ---------> -4.40077e-05
t=0, n=30, r=0, m=13, rp=0 ---------> -5.81864e-05
t=1, n=30, r=0, m=13, rp=0 ---------> 7.28506e-05
t=0, n=31, r=0, m=13, rp=0 ---------> 4.58842e-05
t=1, n=31, r=0, m=13, rp=0 ---------> 0.000140951
t=0, n=32, r=0, m=13, rp=0 ---------> -3.19837e-07
t=1, n=32, r=0, m=13, rp=0 ---------> 0.000177591
t=0, n=33, r=0, m=13, rp=0 ---------> 3.77372e-05
t=1, n=33, r=0, m=13, rp=0 ---------> -8.7056e-05
t=0, n=34, r=0, m=13, rp=0 ---------> 0.000161526
t=1, n=34, r=0, m=13, rp=0 ---------> -0.000133515
t=0, n=35, r=0, m=13, rp=0 ---------> 5.32953e-05
t=1, n=35, r=0, m=13, rp=0 ---------> -1.1549e-05
t=0, n=36, r=0, m=13, rp=0 ---------> 0.00011055
t=1, n=36, r=0, m=13, rp=0 ---------> 0.000131806
t=0, n=37, r=0, m=13, rp=0 ---------> 8.51703e-05
t=1, n=37, r=0, m=13, rp=0 ---------> 6.58359e-05
t=0, n=38, r=0, m=13, rp=0 ---------> 0.00021881
t=1, n=38, r=0, m=13, rp=0 ---------> 0.00011178
t=0, n=39, r=0, m=13, rp=0 ---------> 8.1185e-05
t=1, n=39, r=0, m=13, rp=0 ---------> 6.46346e-05
t=0, n=40, r=0, m=13, rp=0 ---------> -6.77642e-05
t=1, n=40, r=0, m=13, rp=0 ---------> 6.53449e-05
t=0, n=41, r=0, m=13, rp=0 ---------> 0.000120367
t=1, n=41, r=0, m=13, rp=0 ---------> 7.06705e-05
t=0, n=42, r=0, m=13, rp=0 ---------> 0.000147292
t=1, n=42, r=0, m=13, rp=0 ---------> -2.8596e-05
t=0, n=43, r=0, m=13, rp=0 ---------> 0.000110334
t=1, n=43, r=0, m=13, rp=0 ---------> 2.19496e-05
t=0, n=44, r=0, m=13, rp=0 ---------> -4.8019e-06
t=1, n=44, r=0, m=13, rp=0 ---------> 3.86219e-06
t=0, n=0, r=1, m=13, rp=0 ---------> 0.00109928
t=1, n=0, r=1, m=13, rp=0 ---------> -0.00147984
t=0, n=1, r=1, m=13, rp=0 ---------> 0.000818015
t=1, n=1, r=1, m=13, rp=0 ---------> -0.00153609
t=0, n=2, r=1, m=13, rp=0 ---------> 0.000505557
t=1, n=2, r=1, m=13, rp=0 ---------> -0.00174064
t=0, n=3, r=1, m=13, rp=0 ---------> 0.00011536
t=1, n=3, r=1, m=13, rp=0 ---------> -0.00235389
t=0, n=4, r=1, m=13, rp=0 ---------> -0.000918798
t=1, n=4, r=1, m=13, rp=0 ---------> -0.00189135
t=0, n=5, r=1, m=13, rp=0 ---------> -0.000930069
t=1, n=5, r=1, m=13, rp=0 ---------> -0.00218223
t=0, n=6, r=1, m=13, rp=0 ---------> 0.00183651
t=1, n=6, r=1, m=13, rp=0 ---------> -0.000769298
t=0, n=7, r=1, m=13, rp=0 ---------> 0.00132692
t=1, n=7, r=1, m=13, rp=0 ---------> -0.00145814
t=0, n=8, r=1, m=13, rp=0 ---------> -0.000693702
t=1, n=8, r=1, m=13, rp=0 ---------> -0.00208872
t=0, n=9, r=1, m=13, rp=0 ---------> 0.00219611
t=1, n=9, r=1, m=13, rp=0 ---------> -0.000692894
t=0, n=10, r=1, m=13, rp=0 ---------> -0.000186036
t=1, n=10, r=1, m=13, rp=0 ---------> -0.0011306
t=0, n=11, r=1, m=13, rp=0 ---------> 4.47215e-06
t=1, n=11, r=1, m=13, rp=0 ---------> -0.00066297
t=0, n=12, r=1, m=13, rp=0 ---------> -0.000246939
t=1, n=12, r=1, m=13, rp=0 ---------> -0.00100241
t=0, n=13, r=1, m=13, rp=0 ---------> 0.00153997
t=1, n=13, r=1, m=13, rp=0 ---------> -0.00082671
t=0, n=14, r=1, m=13, rp=0 ---------> 4.29991e-05
t=1, n=14, r=1, m=13, rp=0 ---------> -0.00116213
t=0, n=15, r=1, m=13, rp=0 ---------> -0.000693311
t=1, n=15, r=1, m=13, rp=0 ---------> -0.00121461
t=0, n=16, r=1, m=13, rp=0 ---------> -0.000688436
t=1, n=16, r=1, m=13, rp=0 ---------> -0.000515375
t=0, n=17, r=1, m=13, rp=0 ---------> -2.1415e-05
t=1, n=17, r=1, m=13, rp=0 ---------> -0.0011461
t=0, n=18, r=1, m=13, rp=0 ---------> 0.000390594
t=1, n=18, r=1, m=13, rp=0 ---------> -0.000660642
t=0, n=19, r=1, m=13, rp=0 ---------> 0.000562936
t=1, n=19, r=1, m=13, rp=0 ---------> -0.000231454
t=0, n=20, r=1, m=13, rp=0 ---------> -0.00061057
t=1, n=20, r=1, m=13, rp=0 ---------> -0.00185908
t=0, n=21, r=1, m=13, rp=0 ---------> -0.00143904
t=1, n=21, r=1, m=13, rp=0 ---------> -0.00165892
t=0, n=22, r=1, m=13, rp=0 ---------> -0.000101166
t=1, n=22, r=1, m=13, rp=0 ---------> -0.00285866
t=0, n=23, r=1, m=13, rp=0 ---------> -0.00115255
t=1, n=23, r=1, m=13, rp=0 ---------> -0.00260662
t=0, n=24, r=1, m=13, rp=0 ---------> -0.000544302
t=1, n=24, r=1, m=13, rp=0 ---------> -0.00285593
t=0, n=25, r=1, m=13, rp=0 ---------> -7.24576e-05
t=1, n=25, r=1, m=13, rp=0 ---------> -0.00219461
t=0, n=26, r=1, m=13, rp=0 ---------> -0.000197278
t=1, n=26, r=1, m=13, rp=0 ---------> -0.00111426
t=0, n=27, r=1, m=13, rp=0 ---------> -7.55925e-05
t=1, n=27, r=1, m=13, rp=0 ---------> -0.00171128
t=0, n=28, r=1, m=13, rp=0 ---------> 0.0010912
t=1, n=28, r=1, m=13, rp=0 ---------> -0.000640814
t=0, n=29, r=1, m=13, rp=0 ---------> -0.00232295
t=1, n=29, r=1, m=13, rp=0 ---------> -0.00225004
t=0, n=30, r=1, m=13, rp=0 ---------> 0.00114784
t=1, n=30, r=1, m=13, rp=0 ---------> -0.000294854
t=0, n=31, r=1, m=13, rp=0 ---------> 0.000688282
t=1, n=31, r=1, m=13, rp=0 ---------> -0.000642643
t=0, n=32, r=1, m=13, rp=0 ---------> 0.000132823
t=1, n=32, r=1, m=13, rp=0 ---------> -0.000965624
t=0, n=33, r=1, m=13, rp=0 ---------> -4.57274e-06
t=1, n=33, r=1, m=13, rp=0 ---------> -0.000308046
t=0, n=34, r=1, m=13, rp=0 ---------> 0.00116756
t=1, n=34, r=1, m=13, rp=0 ---------> -0.001345
t=0, n=35, r=1, m=13, rp=0 ---------> 0.000301441
t=1, n=35, r=1, m=13, rp=0 ---------> -0.000923247
t=0, n=36, r=1, m=13, rp=0 ---------> 0.000788871
t=1, n=36, r=1, m=13, rp=0 ---------> -0.000782351
t=0, n=37, r=1, m=13, rp=0 ---------> -0.000639724
t=1, n=37, r=1, m=13, rp=0 ---------> -0.000499592
t=0, n=38, r=1, m=13, rp=0 ---------> 0.00117796
t=1, n=38, r=1, m=13, rp=0 ---------> -0.000915983
t=0, n=39, r=1, m=13, rp=0 ---------> -0.000118292
t=1, n=39, r=1, m=13, rp=0 ---------> -0.00131687
t=0, n=40, r=1, m=13, rp=0 ---------> 0.000747828
t=1, n=40, r=1, m=13, rp=0 ---------> -0.000647652
t=0, n=41, r=1, m=13, rp=0 ---------> 8.48435e-06
t=1, n=41, r=1, m=13, rp=0 ---------> -0.00138874
t=0, n=42, r=1, m=13, rp=0 ---------> -0.000814374
t=1, n=42, r=1, m=13, rp=0 ---------> -0.00128798
t=0, n=43, r=1, m=13, rp=0 ---------> 0.00147538
t=1, n=43, r=1, m=13, rp=0 ---------> -1.56239e-05
t=0, n=44, r=1, m=13, rp=0 ---------> 0.000603259
t=1, n=44, r=1, m=13, rp=0 ---------> 0.000112005
t=0, n=0, r=2, m=13, rp=0 ---------> -8.44656e-06
t=1, n=0, r=2, m=13, rp=0 ---------> 8.25584e-05
t=0, n=1, r=2, m=13, rp=0 ---------> -0.000119068
t=1, n=1, r=2, m=13, rp=0 ---------> 0.000114802
t=0, n=2, r=2, m=13, rp=0 ---------> -8.48139e-05
t=1, n=2, r=2, m=13, rp=0 ---------> 0.000249338
t=0, n=3, r=2, m=13, rp=0 ---------> -0.000168474
t=1, n=3, r=2, m=13, rp=0 ---------> 0.000127513
t=0, n=4, r=2, m=13, rp=0 ---------> 7.50419e-06
t=1, n=4, r=2, m=13, rp=0 ---------> 3.65509e-05
t=0, n=5, r=2, m=13, rp=0 ---------> -8.88229e-05
t=1, n=5, r=2, m=13, rp=0 ---------> 0.000139936
t=0, n=6, r=2, m=13, rp=0 ---------> -0.000120732
t=1, n=6, r=2, m=13, rp=0 ---------> 1.54931e-05
t=0, n=7, r=2, m=13, rp=0 ---------> -8.77209e-05
t=1, n=7, r=2, m=13, rp=0 ---------> 5.83325e-05
t=0, n=8, r=2, m=13, rp=0 ---------> -0.00013084
t=1, n=8, r=2, m=13, rp=0 ---------> 0.000148362
t=0, n=9, r=2, m=13, rp=0 ---------> -4.10273e-05
